FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ProductType,Center,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile
1034244,"Flayco Products, Inc.",4823 N Hale Ave,,Tampa,FL,Florida,33614-6517,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-08-18,2017,534460,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1034244
3006326257,"Threeline Imports, Inc.",141 47th St,,Brooklyn,NY,New York,11232-4225,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-08-18,2017,532723,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006326257
1000139137,"Years to Your Health, Inc.",503 E 2nd St,,Irving,TX,Texas,75060-3023,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-08-18,2017,525346,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000139137
3006617669,Edo Sushi Express,900 Main St,,Oakville,CT,Connecticut,06779-1999,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-12-29,2016,480917,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006617669
1034612,"RockStar, Inc. DBA Livingston Chocolate Company",701 N Church St,,Livingston,TN,Tennessee,38570-1133,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-05-23,2012,306878,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1034612
1035123,"Life Extension Foundation Buyers Club, Inc.",3600 W Commercial Blvd,,Ft Lauderdale,FL,Florida,33309-3338,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-02-01,2017,500619,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1035123
3006471693,"Michigan Brand, Inc.",1313 S Farragut St,,Bay City,MI,Michigan,48708-8044,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-08-07,2014,436259,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006471693
1640776,"Garden Star Sprouts, Inc.",2726 Barge Ln,,Dallas,TX,Texas,75212-4203,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-11,2013,379519,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1640776
1035551,"Sunburst Trout Company, LLC",314 Industrial Park Dr,,Waynesville,NC,North Carolina,28786-9710,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-11,2013,391754,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1035551
1036697,"Consolidated Marketing Unlimited, Inc.",10873 NW 52nd St Ste 7-8,,Sunrise,FL,Florida,33351-8000,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-11,2013,344898,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1036697
3009426459,"BSD Smoked Fish, LLC",5647 77th St,,Kenosha,WI,Wisconsin,53142-8516,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-11,2013,391805,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009426459
3009440673,Harbor's Maine Lobster,17 Merrill Dr,,Rockland,ME,Maine,04841-2142,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-02-14,2014,419374,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009440673
3006571191,"ActiveHerb Technology, Inc",8830 Rehco Rd Ste E,,San Diego,CA,California,92121-3263,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-05-15,2019,574615,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006571191
3010332762,Health Research Laboratories LLC,433 Las Colinas Blvd E Ste 1290,,Irving,TX,Texas,75039-5058,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-10-09,2015,409793,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010332762
1518836,Minerva Dairy Inc,430 Radloff Ave,,Minerva,OH,Ohio,44657-1453,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-10-09,2015,431214,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1518836
3010099772,"Bethel Nutritional Consulting, Inc",599 W 190th St Ste 1,,New York,NY,New York,10040-3577,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-10-09,2015,410867,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010099772
2114099,"Brunkow Cheese of Wisconsin, Inc.",17975 County Road F,,Darlington,WI,Wisconsin,53530-9310,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2011-09-26,2011,60,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2114099
2214287,"Westco Fruit & Nut Co., Inc. T/A Westcott",93 Coit St,,Irvington,NJ,New Jersey,07111-4102,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2009-04-27,2009,52582,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2214287
1717308,Hain Celestial Group,4600 Sleepytime Dr,,Boulder,CO,Colorado,80301-3284,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-12-03,2011,119908,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1717308
1036913,"Pollman's Bake Shops, Inc.",750 S Broad St,,Mobile,AL,Alabama,36603-1116,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-10-10,2020,586422,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1036913
3007526244,"ByPro Nutrition, LLC",1906 Potomac Dr,,Columbia,MO,Missouri,65203-5843,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-04-04,2023,646308,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007526244
3013689405,Alymar LLC,527 Wild Wind Ln,,Houston,TX,Texas,77013-5523,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-04-12,2022,626418,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013689405
1037306,Gordon Food Company Inc,160 Cumberland St,,Memphis,TN,Tennessee,38112-3820,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-06-20,2012,306361,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1037306
3003589093,Riverfront Egg Robbers Inc.,13757 Highway 70 East,,Biscoe,AR,Arkansas,72017,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-06-20,2012,290297,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003589093
1037321,Noxubee County Producers Inc. (dba Superior Fish Products),11751 Highway 45,,Macon,MS,Mississippi,39341-2250,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-04-29,2010,96885,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1037321
2117608,Olsen Fish Company,2115 N 2nd St,,Minneapolis,MN,Minnesota,55411-2204,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-04-29,2010,96872,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2117608
2920655,"U. Okada & Company, Ltd.",1000 Queen St,,Honolulu,HI,Hawaii,96814-4116,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-04-29,2010,101967,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2920655
2937521,Stagnaro Brothers Seafood Inc,320 Washington St,,Santa Cruz,CA,California,95060-4929,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-08-24,2012,344799,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2937521
3010656208,South Texas Botanicals,4156 Gaitan Rd,,Beeville,TX,Texas,78102-8611,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-03-29,2018,541782,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010656208
1037447,Gate Gourmet Inc.,3298 Lincoln Rd Unit 117,,Erlanger,KY,Kentucky,41018,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-03-29,2018,543440,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1037447
1037848,Mattamuskeet Crab Company,24694 Us Highway 264,,Swanquarter,NC,North Carolina,27885-9536,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-01-11,2012,264756,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1037848
3009281370,"S & W Seafood, Inc.",476 Baltic St,,Brooklyn,NY,New York,11217-2508,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-01-11,2012,265675,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009281370
2428923,Musco Food Corp.,5701 49th St,,Maspeth,NY,New York,11378-2020,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-24,2011,188232,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2428923
2000044401,Velocity Pharma LLC,26 Blueberry Ct,,Melville,NY,New York,11747-4223,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-24,2011,157933,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000044401
2127761,"Buddy Squirrel, LLC",1801 E Bolivar Ave,,Saint Francis,WI,Wisconsin,53235-5312,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-24,2011,186212,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2127761
3022651804,"Simply Delicious, Inc",4501 Viking Way,,Loveland,CO,Colorado,80538-9280,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-03-23,2010,95405,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3022651804
3008857908,"VivaCeuticals, Inc. dba Regeneca Worldwide",2 Park Plz Ste 1200,,Irvine,CA,California,92614-2562,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2017-02-08,2017,277,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008857908
1038170,Southern Aire Sfd. Inc.,9626 Irvington Blb Hwy,,Irvington,AL,Alabama,36544-4524,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-02-08,2017,517069,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1038170
3011010014,"S Bailey Enterprises, LLC",511 Riverside Dr,,Marks,MS,Mississippi,38646-1344,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-02-08,2017,510114,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011010014
1038214,"Almark Foods, LLC",2118 Centennial Dr,,Gainesville,GA,Georgia,30504-5757,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-07-22,2019,576633,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1038214
1041454,"Frog Island Seafood Co., Inc.",3997 Caratoke Hwy,,Barco,NC,North Carolina,27917-9500,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-05,2012,225594,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1041454
1038631,Ion Labs Inc.,8031 114th Ave,,Largo,FL,Florida,33773-5006,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-05,2012,214573,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1038631
3008282137,M & B Products LLC,3057 Werner Church Rd Ne,,Canton,OH,Ohio,44721-2241,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-02-06,2013,346138,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008282137
3004807542,"CTI Foods Texas Soups, LLC",504 Sansom Blvd,,Saginaw,TX,Texas,76179-4622,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-02-06,2013,392702,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004807542
1039084,Lithia Spring Water LLC,2910 Veterans Memorial Hwy,,Austell,GA,Georgia,30168,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-07-20,2012,274097,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1039084
3008375646,Well-Delight Network,"China Bldg., Refrigeration Plant B","GSC Fishport Complex, Tambler",General Santos City,,,,PH,Philippines,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2012-07-20,2012,320138,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008375646
3004396130,"Amazing Organics LLC, DBA Amazing Herbs",3037 Summer Oak Pl,,Buford,GA,Georgia,30518-0401,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-02,2013,319918,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004396130
2027018,Empire International Food Corporation,1351 E Chief Privado,,Ontario,CA,California,91761-5679,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-02,2013,327740,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2027018
1000258139,"LA Lucky Import and Export, Inc.",5699 Rickenbacker Rd,,Bell,CA,California,90201-6413,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-02,2013,327742,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000258139
1039594,B & F Fish Market Llc,4042 Highway 412 E,,Parsons,TN,Tennessee,38363-3613,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-26,2012,209173,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1039594
1000139060,Great American Marketing Company,1224 N Post Oak Rd Ste 160b,,Houston,TX,Texas,77055-7277,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-26,2012,238477,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000139060
3003995441,"Whole World Botanicals, Inc.",800 Riverside Dr Apt 2h,,New York,NY,New York,10032-7410,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-12,2009,59929,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003995441
3007558827,Healthy Choice Naturals,232 Avenida Fabricante Ste 111,,San Clemente,CA,California,92672-7552,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-12,2009,59925,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007558827
1041457,"Meat and Seafood Solutions, LLC dba Southern Foods",407 Westcliff Rd,,Greensboro,NC,North Carolina,27409-9786,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-05-21,2009,53822,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1041457
1042505,Stock Island Lobster Company,6639 Maloney Ave,,Key West,FL,Florida,33040-6006,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-08-01,2014,435880,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1042505
3006759075,Natural Guidance LLC,400 Commerce Way Ste 100,,Longwood,FL,Florida,32750-6396,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-15,2011,170353,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006759075
2000043855,Ancient Naturals LLC,1540 International Pkwy Ste 2000,,Lake Mary,FL,Florida,32746-5096,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-15,2011,170353,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000043855
1043474,Advance Pierre Foods,133 Clovervale Dr,,Easley,SC,South Carolina,29640-7007,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-15,2011,179272,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1043474
3004090999,Hardy Farms Peanuts,1659 Eastman Hwy,,Hawkinsville,GA,Georgia,31036-5913,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-15,2011,195873,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004090999
3006784024,UMI JAPANESE SEAFOOD SUPPLY INC,3929 23rd St,,Long Island City,NY,New York,11101-4816,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-09,2012,262314,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006784024
2000020287,"J Deluca Fish Company, Inc.",2194 Signal Pl,,San Pedro,CA,California,90731-7225,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-09,2012,243934,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000020287
1122150,"San-J International, Inc.",2880 Sprouse Dr,,Henrico,VA,Virginia,23231-6039,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-27,2012,234634,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1122150
1119572,"Twin Oaks Community Foods, Inc.",138 Twin Oaks Rd,,Louisa,VA,Virginia,23093-6337,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-06-03,2010,100766,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1119572
3007171192,"USPlabs, LLC",10761 King William Dr,,Dallas,TX,Texas,75220-2445,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-12-04,2013,308798,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3007171192
1043951,Duy Drugs Inc.,1730 Nw 79th Ave,,Doral,FL,Florida,33126-1111,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-08-28,2018,542933,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1043951
2130351,"Celletech, Ltd",518 Tasman St Ste B,,Madison,WI,Wisconsin,53714-3100,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-08-28,2018,525396,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2130351
1219457,Greencore USA Inc.,2 Opportunity Way,,Newburyport,MA,Massachusetts,01950-4043,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-17,2013,318898,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1219457
1044102,B & H Foods Inc,181 Saluda St,,Chester,SC,South Carolina,29706-1583,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-10-17,2013,331135,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1044102
2000010324,"Custompax, Inc., dba Vitaganic",40963 Encyclopedia Cir,,Fremont,CA,California,94538-2436,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-08,2012,243474,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2000010324
3010514,Tree Top Inc,205 S Railroad Ave,,Selah,WA,Washington,98942-1419,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-08,2012,262054,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010514
3003296791,Lotus Donuts,6560 5th Ave S,,Seattle,WA,Washington,98108-3432,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-08,2012,267375,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003296791
3008733127,"L.A. Star Seafood Company, Inc.",609 E 4th St,,Los Angeles,CA,California,90013-2105,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2015-03-26,2015,268,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008733127
1045259,"Fervalue USA, Inc. (Augusta Bakery)",1550 Marvin Griffin Rd,,Augusta,GA,Georgia,30906-3853,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-07,2011,173215,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1045259
1045720,"U.S. Dairy Unlimited, LLC",3301 Nw 168th St,,Miami Gardens,FL,Florida,33056-4229,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-19,2020,590413,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1045720
3006653798,California Cereal Products,4375 Mead Rd,,Macon,GA,Georgia,31206-1946,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-11-19,2020,590804,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006653798
2525107,Sandridge PA LLC,304 Commerce St,,New Oxford,PA,Pennsylvania,17350-1723,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-09-13,2012,331859,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2525107
3004805191,"Nick & Katie's, Inc",5323 Franklin Ave Ste A,,New Orleans,LA,Louisiana,70122-6236,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-09-13,2012,334419,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004805191
1046170,"Greens Wholesale Distributors, Inc.",6955 Fish House Ln,,Hixson,TN,Tennessee,37343-4893,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-09-13,2012,355039,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1046170
1047330,"Grand Strand Sandwich Company,Inc.",8910 Highway 90,,Longs,SC,South Carolina,29568-6215,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-08-04,2020,607559,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1047330
1048266,Demetri's Coffee Service,2103 S Highland Park Ave,,Chattanooga,TN,Tennessee,37404-6016,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-09-25,2017,537266,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1048266
1000655214,The Hershey Company,100 Crystal A Dr,,Hershey,PA,Pennsylvania,17033-9524,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-14,2012,269617,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000655214
3013276299,Fukusui Shoji Ltd.,3 Chome 14-1 C,Nagahama; Chuo,Fukuoka,,,,JP,Japan,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2023-06-27,2023,659726,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013276299
1049907,Neilsen Seafood,16091 Heron Bay Loop Rd E,,Coden,AL,Alabama,36523-3811,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-12-19,2018,542428,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1049907
3008642647,"Maine Natural Health, Inc.",6060 Center Dr Fl 10,,Los Angeles,CA,California,90045-1598,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-12-19,2018,525870,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008642647
2915995,Rel'S Foods,955 W Grand Ave,,Oakland,CA,California,94607-3459,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2009-11-03,2010,126,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=2915995
3002997024,"Culinaire, Incorporated",1111 W Exposition Ave,,Denver,CO,Colorado,80223-2335,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-11-03,2010,74904,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002997024
